lat,lon
52.923454,-1.474217
53.457321,-2.262773
50.871446,-0.729985
50.215687,-5.191573
0
57.540178,-3.758607
51.126982,1.323783
52.248118,0.109363
52.73052,-1.102517
51.643843,-0.427707
0
0
0
0
